account_id,account_name,global_region,industry_vertical,contract_tier,annual_contract_value,continued_decline_probability,priority_tier,on_churn_radar_aug,flag_reason,suggested_action,triage_note
ACC_0855,BizCorp_0855,EMEA,Logistics,Enterprise,113940,0.9905,High,Yes,API usage fell -43% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0178,BizCorp_0178,APAC,Manufacturing,Enterprise,146880,0.9904,High,Yes,API usage fell -49% and active seats fell -52% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0909,BizCorp_0909,AMER,Technology,Premium,70560,0.9904,High,Yes,API usage fell -52% and active seats fell -52% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0022,BizCorp_0022,APAC,Logistics,Premium,20880,0.9904,High,Yes,API usage fell -50% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0774,BizCorp_0774,AMER,Retail,Enterprise,194400,0.9904,High,Yes,API usage fell -42% and active seats fell -51% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0894,BizCorp_0894,APAC,Financial Services,Premium,62640,0.9903,High,Yes,API usage fell -51% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0338,BizCorp_0338,EMEA,Technology,Premium,66240,0.9902,High,Yes,API usage fell -46% and active seats fell -53% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0994,BizCorp_0994,AMER,Retail,Enterprise,127440,0.9902,High,Yes,API usage fell -52% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0582,BizCorp_0582,APAC,Logistics,Enterprise,205200,0.9902,High,Yes,API usage fell -53% and active seats fell -51% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0679,BizCorp_0679,APAC,Logistics,Premium,39600,0.9901,High,Yes,API usage fell -51% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0935,BizCorp_0935,EMEA,Healthcare,Enterprise,277560,0.9901,High,Yes,API usage fell -53% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0949,BizCorp_0949,AMER,Technology,Enterprise,340740,0.9901,High,Yes,API usage fell -55% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0826,BizCorp_0826,APAC,Logistics,Premium,28080,0.99,High,Yes,API usage fell -46% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0796,BizCorp_0796,AMER,Retail,Premium,83520,0.9899,High,Yes,API usage fell -45% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0537,BizCorp_0537,EMEA,Technology,Premium,54000,0.9899,High,Yes,API usage fell -49% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0502,BizCorp_0502,AMER,Financial Services,Enterprise,390420,0.9899,High,Yes,API usage fell -55% and active seats fell -51% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0515,BizCorp_0515,AMER,Financial Services,Premium,60480,0.9898,High,Yes,API usage fell -53% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0544,BizCorp_0544,EMEA,Manufacturing,Enterprise,144720,0.9897,High,Yes,API usage fell -46% and active seats fell -51% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0638,BizCorp_0638,EMEA,Healthcare,Premium,40320,0.9896,High,Yes,API usage fell -48% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0889,BizCorp_0889,AMER,Technology,Enterprise,248940,0.9896,High,Yes,API usage fell -49% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0822,BizCorp_0822,AMER,Logistics,Standard,16320,0.9896,High,Yes,API usage fell -47% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0509,BizCorp_0509,AMER,Healthcare,Premium,43200,0.9895,High,Yes,API usage fell -52% and active seats fell -57% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0710,BizCorp_0710,APAC,Retail,Enterprise,70740,0.9895,High,Yes,API usage fell -50% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0898,BizCorp_0898,EMEA,Technology,Enterprise,238680,0.9892,High,Yes,API usage fell -52% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0495,BizCorp_0495,APAC,Healthcare,Premium,35280,0.9892,High,Yes,API usage fell -49% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0781,BizCorp_0781,AMER,Healthcare,Premium,22320,0.989,High,Yes,API usage fell -50% and active seats fell -57% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0601,BizCorp_0601,APAC,Manufacturing,Enterprise,201420,0.989,High,Yes,API usage fell -51% and active seats fell -51% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0371,BizCorp_0371,APAC,Logistics,Enterprise,202500,0.989,High,Yes,API usage fell -53% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0553,BizCorp_0553,APAC,Retail,Enterprise,87480,0.989,High,Yes,API usage fell -46% and active seats fell -51% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0451,BizCorp_0451,EMEA,Technology,Enterprise,90720,0.9889,High,Yes,API usage fell -52% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0692,BizCorp_0692,AMER,Financial Services,Premium,58320,0.9886,High,Yes,API usage fell -53% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0166,BizCorp_0166,AMER,Technology,Premium,38880,0.9886,High,Yes,API usage fell -49% and active seats fell -55% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
ACC_0904,BizCorp_0904,AMER,Technology,Premium,70560,0.9886,High,Yes,API usage fell -51% and active seats fell -50% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,"High priority - likely to keep declining, act first"
